Butterfly,Goddess,Tree,Warrior
164.8243399,96.48641574,143.0022288,173.818
164.5071655,94.32398555,143.1602348,170.339
8.476927775,92.42365837,141.5704229,94.95233
7.779747844,92.41960958,138.9226958,100.7774
75.91426772,103.9070767,171.4379192,127.8061
76.85890552,110.385623,137.5330723,100.7495
16.55305354,101.7335078,160.584163,173.9021
16.9699062,99.30519439,73.10247694,105.5676
